customer_id,company_name,contact_email,industry,company_size,acquisition_date,acquisition_channel,CAC,geography,seats_tendency,upgrade_tendency,budget_factor,has_trial,trial_start_date,trial_end_date,referred_by_customer_id,Total_Revenue,LTV,LTV_CAC_Ratio,actual_active_months,Monthly_Revenue,CAC_Payback_Months,Churned,Avg_Sentiment_Score,Active_Days,Total_Usage_Events,Usage_Score,Customer_Health_Score,initial_plan_name,initial_billing_frequency
e766c2fe-d845-481a-a100-6321bae2af58,"Mcintyre, Morales and Lee",ibenjamin@example.org,Real Estate,Medium (51-200),2022-03-01,Content Marketing,1079.5987962239394,North America,2.0,1.3,1.5,True,2022-02-26,2022-03-25,,49.0,49.0,0.04538723104488902,1.0,49.0,22.03262849436611,1,0.16666666666666666,4.0,7.0,0.0018691263944059582,0.10423682755173284,Professional,monthly
ed8a3c50-e7df-4e6d-85de-75b699ba0839,"Mahoney, Evans and Jones",gperkins@example.net,Real Estate,Medium (51-200),2022-10-09,Partner,2179.3848149332352,Other,2.0,1.3,1.5,False,,,,1041.0,1041.0,0.4776577283951989,6.611842105263158,157.44477611940297,13.84221737074613,1,0.5,184.0,604.0,0.08736016422294976,0.2430808452997632,Business,monthly
95422bcb-f491-4e0e-8939-8c84dc695cf6,Roberts and Sons,bellbrendan@example.com,Legal,Startup (1-10),2024-02-05,Content Marketing,673.2824384460777,North America,1.2,0.8,0.7,False,,,,29.0,29.0,0.04307256263349363,1.0,29.0,23.216635808485435,1,0.5,10.0,11.0,0.004640999406150386,0.18125705062541872,Starter,monthly
98f824e5-f468-4ff9-906b-766e2179bfec,Harris LLC,timothy32@example.org,Marketing,Startup (1-10),2024-03-15,Paid Search,988.7111849756732,Other,1.2,0.8,0.7,True,2024-03-08,2024-03-25,,214.0,214.0,0.2164433893860171,3.1578947368421053,67.76666666666667,14.589933865848597,1,0.4166666666666667,52.0,86.0,0.024274168835073988,0.16351647840883965,Starter,monthly
5612fbf3-3aec-489c-a922-1503e6a7ce1a,"Fuller, Nolan and Rollins",williamwise@example.net,Legal,Large (201-1000),2023-12-06,Content Marketing,1503.3764102343962,Other,3.0,1.5,2.0,True,2023-12-05,2023-12-22,,31607.0,31607.0,21.02400954600056,12.302631578947368,2569.1251336898395,0.5851705666337905,0,0.5,374.0,12040.0,0.23049372865347745,0.526487567743735,Enterprise,monthly
22c7191b-f29d-40c0-be0b-99957e278a7a,"Mueller, Anderson and Cohen",mblack@example.org,Media,Startup (1-10),2023-07-20,Cold Outreach,2728.762590689327,Latin America,1.2,0.8,0.7,False,,,,900.0,900.0,0.32981982495320206,11.217105263157896,80.23460410557185,34.00979690881069,1,0.0,236.0,404.0,0.1102344035439853,0.06976228635562215,Starter,annual
4330a9cb-a4fe-446b-ae1c-e0d110c8c998,Murphy-Willis,david29@example.org,Legal,Large (201-1000),2024-11-13,Partner,2972.7808637737407,Other,3.0,1.5,2.0,True,2024-11-11,2024-12-04,,299.0,299.0,0.10057922655639005,1.0,299.0,9.94241091563124,0,0.5,26.0,111.0,0.012469934791504178,0.436257737163476,Enterprise,monthly
c465a892-b289-4042-8b30-a1c21c07a38c,Logan and Sons,khorton@example.org,Media,Large (201-1000),2024-09-13,Referral,505.5461294854933,Europe,3.0,1.5,2.0,False,,,,2174.0,2174.0,4.300299959199634,3.585526315789474,606.3266055045871,0.8337851661066004,0,0.0,106.0,652.0,0.0518153009143416,0.29734601467786187,Enterprise,monthly
027991c8-8e54-4889-8290-94d28a89efe7,"Paul, Miller and Mcdowell",ochavez@example.com,Non-profit,Large (201-1000),2024-01-18,Social Media,1742.4503211288848,North America,3.0,1.5,2.0,True,2024-01-15,2024-02-02,,2865.0,2865.0,1.644236260431142,9.901315789473685,289.3554817275747,6.0218327668296405,1,0.5,301.0,1909.0,0.14741767925869748,0.2851797167960325,Business,monthly
db6d3dac-10f5-43ad-8935-16d42bd09a11,Smith-Lynn,khanmonique@example.net,Legal,Medium (51-200),2023-04-05,Free Trial,618.7849009172836,Asia-Pacific,2.0,1.3,1.5,False,,,b8e0ee9b-8ff4-422f-a41a-223f8cb0f0ad,7698.0,7698.0,12.440510407717648,20.690789473684212,372.04960254372014,1.6631785027765733,0,0.0,573.0,3805.0,0.28146897306408797,0.3751450262241283,Professional,monthly
832b465f-5359-4888-8a49-d42b0dec7634,"Franco, Conway and Robbins",amymitchell@example.com,Legal,Large (201-1000),2024-11-20,Social Media,1769.9680655040597,Latin America,3.0,1.5,2.0,False,,,,649.0,649.0,0.36667328221832907,1.0,649.0,2.727223521577904,0,0.8333333333333334,25.0,290.0,0.012887398856058111,0.5398937897091322,Enterprise,monthly
df4c3d4c-22c1-4b8a-b0c7-83736affce55,"Bennett, Edwards and Summers",jesse62@example.com,Retail,Small (11-50),2024-09-07,Cold Outreach,3485.415312510336,Asia-Pacific,1.5,1.0,1.0,False,,,,376.0,376.0,0.10787810527210592,3.68421052631579,102.05714285714285,34.15160580567239,0,0.5,106.0,326.0,0.05021957706267539,0.41739278371547933,Professional,monthly
31d07df6-1f53-4910-8fa6-313bd84831b6,"Hernandez, Fletcher and Torres",gsantos@example.com,Consulting,Small (11-50),2023-10-21,Paid Search,1219.9146693885302,Other,1.5,1.0,1.0,True,2023-10-18,2023-11-12,,406.0,406.0,0.33281016302845456,13.618421052631579,29.81256038647343,40.91948673895284,0,0.75,172.0,226.0,0.08000532057640417,0.5073171698453771,Starter,monthly
be335cc9-e481-4aea-bd1b-711c520158e1,Diaz Inc,afrederick@example.org,Manufacturing,Large (201-1000),2023-04-18,Social Media,1892.6139092254468,North America,3.0,1.5,2.0,True,2023-04-15,2023-04-23,,59297.0,59297.0,31.330743006251776,20.29605263157895,2921.6025931928684,0.6477999142097923,0,0.6666666666666666,618.0,30575.0,0.4331465353563259,0.6620877089680491,Enterprise,monthly
0387ba2e-4807-4eb7-b6d4-eacdbe5fb5f1,Barnett Ltd,amanda81@example.net,Marketing,Small (11-50),2024-03-20,Content Marketing,749.3251387631033,Latin America,1.5,1.0,1.0,False,,,,4800.6,4800.6,6.406564722924229,7.302631578947369,657.3794594594594,1.139866979383943,1,0.75,220.0,1039.0,0.10600318911254152,0.3111499017730573,Professional,annual
601a6808-d6f4-4fb5-ae8a-5f3f9d267485,"Sanchez, Michael and Williams",lynchrodney@example.org,Marketing,Startup (1-10),2023-02-24,Cold Outreach,2747.114453552205,Latin America,1.2,0.8,0.7,False,,,,1538.0,1538.0,0.559860182749671,22.138157894736842,69.47280832095096,39.54229748221875,0,0.875,525.0,1007.0,0.24575481052317324,0.6043655189005696,Starter,monthly
02859e3b-b489-42be-8f8a-f74df3754144,"Smith, Ryan and Simmons",joshua86@example.com,Legal,Enterprise (1000+),2024-10-20,Social Media,2741.1272456051593,Europe,5.0,1.2,3.0,False,,,,922.0,922.0,0.33635797151636787,2.1710526315789473,424.6787878787879,6.454589501153832,0,0.5,64.0,204.0,0.03035634928703917,0.4781478471198108,Business,monthly
f329a83a-70ae-4225-bc30-8844b6d2412f,Myers-Smith,stephanie32@example.net,Education,Startup (1-10),2022-08-21,Webinar,738.9578175014489,Latin America,1.2,0.8,0.7,False,,,,9810.0,9810.0,13.275453304181013,28.026315789473685,350.0281690140845,2.111138139489895,0,0.0,822.0,6750.0,0.41010451465817,0.4007910393812508,Professional,monthly
38f669db-47e8-4fd6-8265-5b129bef999f,"Walter, Mccarty and Bush",toddtyler@example.org,Non-profit,Large (201-1000),2023-09-16,Content Marketing,1510.4431797502377,North America,3.0,1.5,2.0,True,2023-09-14,2023-09-29,,15498.0,15498.0,10.260564718867943,10.032894736842106,1544.71868852459,0.9778111645641512,1,0.5,304.0,4397.0,0.16097223384813475,0.29078931170552236,Enterprise,annual
3899a181-2acb-476f-9ae6-f54c8780b5cb,Smith Ltd,josephsummer@example.net,Retail,Enterprise (1000+),2022-04-05,Partner,4402.016493806012,Latin America,5.0,1.2,3.0,False,,,9139cd13-05ff-48c9-9196-32bd98ff2e3c,60703.200000000004,60703.200000000004,13.789862006517751,22.730263157894736,2670.589406657019,1.6483314442995385,1,1.0,691.0,19425.0,0.4120551022746991,0.5843834307777286,Business,annual
3c8fe551-6373-4757-b0df-08a0240bff76,Wiggins LLC,dryan@example.com,Manufacturing,Enterprise (1000+),2022-12-06,Free Trial,1133.5906975550786,Europe,5.0,1.2,3.0,False,,,ca37fdce-fc9a-4d88-a862-a5da4bdd8557,72210.0,72210.0,63.70024044458206,24.835526315789476,2907.528476821192,0.38988120205599364,0,0.5,755.0,36193.0,0.5234898867733919,0.6822327075502577,Enterprise,monthly
1a5f2b21-21db-4088-bd8f-7c2711cef8d3,Carlson-Brown,kimberlybaker@example.com,Consulting,Medium (51-200),2022-09-29,Direct,909.8430617934562,Other,2.0,1.3,1.5,False,,,5763f3d4-1f2c-4879-bc30-64d7e57deb1d,1056.0,1056.0,1.160639723864513,4.967105263157895,212.59867549668874,4.2796271409867135,1,0.5,145.0,479.0,0.06885839866098228,0.23542383162010552,Professional,monthly
38313592-d98d-4d60-9fdb-32dc6832bc3b,Good and Sons,ashleyhess@example.com,Consulting,Enterprise (1000+),2023-11-16,Paid Search,3786.9233289997705,Latin America,5.0,1.2,3.0,False,,,b538fed3-6513-4c20-95c7-e2e96c49e483,30000.0,30000.0,7.92199825390281,13.388157894736842,2240.786240786241,1.68999758213038,0,0.5,406.0,11482.0,0.24244129672613907,0.5659198674900644,Enterprise,annual
3e13877f-224f-4cc6-8fec-75ffe96a5c10,Rhodes-Ho,johnsonjanet@example.org,Marketing,Small (11-50),2024-11-21,Cold Outreach,3508.5684140594985,Asia-Pacific,1.5,1.0,1.0,False,,,,49.0,49.0,0.013965810044817058,1.0,49.0,71.60343702162243,0,0.5,18.0,28.0,0.008393936770284384,0.40008311135979846,Professional,monthly
75d8c4b3-ff82-4383-aa80-806901ec4c04,King-Wong,melissa40@example.org,Marketing,Startup (1-10),2022-04-25,Webinar,794.217585880588,Asia-Pacific,1.2,0.8,0.7,True,2022-04-18,2022-05-10,,232.0,232.0,0.29211138625540534,7.697368421052632,30.14017094017094,26.35079898707713,1,0.0,102.0,130.0,0.04742532242297828,0.04376855123128967,Starter,monthly
eaa2368a-5780-4283-a854-f7e3657dcf7d,Cummings and Sons,charles38@example.org,Retail,Enterprise (1000+),2023-05-23,Organic Search,1484.9448152205355,Europe,5.0,1.2,3.0,False,,,,11061.6,11061.6,7.449165710819493,14.30921052631579,773.0405517241379,1.9209145133571763,1,0.5,435.0,5380.0,0.22587562281460288,0.35213754394182434,Business,annual
d042487e-391a-4255-972a-cd8df5cb95ea,Gomez Ltd,shannonmccoy@example.com,Education,Enterprise (1000+),2023-08-08,Direct,1726.0739004816287,North America,5.0,1.2,3.0,False,,,,131643.0,131643.0,76.26730232307405,16.38157894736842,8036.038554216867,0.2147916400395915,0,0.5,498.0,30674.0,0.37858525478232163,0.6222634713341115,Enterprise,annual
7a1f5e01-ee1a-4f6a-b819-f7ad2ccbc4b2,Winters Group,bakerchad@example.net,Non-profit,Large (201-1000),2024-03-18,Trade Show,4964.007789580264,North America,3.0,1.5,2.0,False,,,4ca4a09c-0cb5-4d6d-91b8-7b19a1375744,7862.0,7862.0,1.5838008990442736,8.782894736842106,895.1490636704119,5.545453814391722,0,1.0,267.0,3285.0,0.13855667419786294,0.6436340551412906,Business,monthly
4e24e469-5c55-41de-948c-dc9882441bae,Peters Inc,leroywinters@example.net,Marketing,Large (201-1000),2024-08-24,Cold Outreach,6976.96806145201,Latin America,3.0,1.5,2.0,True,2024-08-22,2024-09-18,,4581.0,4581.0,0.6565889308437834,3.3881578947368425,1352.0621359223298,5.160242178287587,0,0.5,103.0,1070.0,0.05248520495356082,0.45281818216532504,Enterprise,annual
b5be3f86-3ad1-4306-8e20-5708cc9eb287,Stokes and Sons,sergio64@example.com,Finance,Startup (1-10),2022-09-12,Referral,252.85611131094578,Other,1.2,0.8,0.7,True,2022-09-07,2022-09-14,923e1f59-dbb4-4105-98a3-aa778bdbf5e0,754.0,754.0,2.981933068933345,27.565789473684212,27.352744630071598,9.244268344206887,0,0.5,359.0,468.0,0.16696969283281354,0.4553638567576251,Starter,monthly
d8ed7ddc-87df-4420-98c8-85f8f0ae85b3,"Salazar, Adkins and Henderson",bettymartin@example.com,Real Estate,Large (201-1000),2023-06-30,Content Marketing,1517.1809144784231,North America,3.0,1.5,2.0,False,,,,63295.0,63295.0,41.71882166192393,17.730263157894736,3569.8849721706865,0.4249943419201806,0,0.5,539.0,24057.0,0.3650033159297914,0.5821547821168869,Enterprise,monthly
f30fedb5-05e7-4406-a322-fe90d8a7e594,Orr PLC,jason05@example.com,Finance,Large (201-1000),2024-08-19,Cold Outreach,6911.847992231863,Europe,3.0,1.5,2.0,False,,,06bb3d99-02e5-48cb-bed9-24555aed8396,8631.0,8631.0,1.2487253784661165,4.243421052631579,2033.9720930232559,3.398201979240644,0,0.5,129.0,1838.0,0.06817106174060089,0.45930982317078717,Enterprise,annual
d5efd851-a3fe-4fc4-b42b-1f7f2f6d2a74,"Schultz, Taylor and Stewart",ljohnson@example.org,Manufacturing,Large (201-1000),2022-11-20,Content Marketing,1516.2041984697398,North America,3.0,1.5,2.0,False,,,,73397.0,73397.0,48.40838725685988,25.263157894736842,2905.2979166666664,0.5218756361513952,0,0.5,768.0,38318.0,0.53985476371216,0.6545176019295909,Enterprise,monthly
6ea0f425-c04c-4374-a756-d9e790452742,Gardner and Sons,fhogan@example.org,Real Estate,Enterprise (1000+),2024-10-19,Webinar,2980.745885979184,Asia-Pacific,5.0,1.2,3.0,False,,,,3006.0,3006.0,1.0084724142838228,2.1710526315789473,1384.581818181818,2.152813107060289,0,0.5,65.0,361.0,0.03158355765855839,0.47865573115158283,Enterprise,annual
d222900d-adaf-44ee-8056-0d0c6ff5ab20,Lester PLC,daviskevin@example.com,Media,Large (201-1000),2023-10-08,Webinar,1966.153899984702,North America,3.0,1.5,2.0,False,,,,6160.8,6160.8,3.133427144257596,6.611842105263158,931.7826865671641,2.110099198374598,1,0.5,199.0,1582.0,0.09902806972290251,0.26515352519135005,Business,annual
de19e8a0-f8b3-43ed-90a5-dd938f4931aa,Adams Ltd,zharris@example.net,Real Estate,Medium (51-200),2022-02-16,Content Marketing,1155.5838144420434,Europe,2.0,1.3,1.5,False,,,,23615.0,23615.0,20.43555794471053,33.91447368421053,696.3103782735209,1.659581489087203,0,0.75,1014.0,14062.0,0.5339691140719366,0.7124353895529142,Professional,monthly
6517d754-860c-4b9d-8eb1-32036cc7f1a2,Hutchinson and Sons,qrosario@example.com,Healthcare,Startup (1-10),2024-08-19,Cold Outreach,2851.5499761247975,Europe,1.2,0.8,0.7,True,2024-08-13,2024-08-20,,145.0,145.0,0.05084953839632587,4.342105263157895,33.39393939393939,85.39124247923623,0,0.8333333333333334,75.0,98.0,0.03488336585195865,0.5041627999883307,Starter,monthly
5f874c0c-13d4-45c0-bb17-b898e6672660,Leon PLC,lisa02@example.org,Non-profit,Large (201-1000),2024-02-03,Trade Show,5046.56400595581,Asia-Pacific,3.0,1.5,2.0,False,,,,13316.0,13316.0,2.638626991411352,10.822368421052632,1230.4145896656535,4.101515089582234,0,0.5,329.0,6295.0,0.1817305650768286,0.5063067796281774,Enterprise,monthly
77b89b1d-727b-40d3-922c-ec340a12140e,Mcconnell LLC,russell52@example.org,Marketing,Small (11-50),2024-02-28,Webinar,958.039123838868,Europe,1.5,1.0,1.0,True,2024-02-25,2024-03-17,f836a33e-7321-4e82-80ae-eae25e0cd5ff,313.20000000000005,313.20000000000005,0.3269177554513702,5.460526315789474,57.35710843373494,16.703058260785532,1,0.75,71.0,88.0,0.03299955488223061,0.2809371188851753,Starter,annual
bdd32898-95cd-49cb-ae7e-86d7b838c4d8,Price-Davis,foxmelissa@example.org,Media,Enterprise (1000+),2023-10-23,Organic Search,1484.5393812074392,Asia-Pacific,5.0,1.2,3.0,False,,,,1910.4,1910.4,1.2868638071737715,3.125,611.328,2.4283844044562644,1,0.0,94.0,525.0,0.04568906673641017,0.12237184723494782,Business,annual
a6f985e7-2714-4ba9-a4a1-6213c89b1ddb,Nelson and Sons,patrickhorton@example.com,Marketing,Enterprise (1000+),2022-01-15,Organic Search,1516.5631715701782,North America,5.0,1.2,3.0,False,,,,128157.60000000002,128157.60000000002,84.50528299939637,35.46052631578947,3614.091873840446,0.4196249637557307,0,0.5,1078.0,50638.0,0.7423612545638941,0.7728133092579278,Business,annual
703ca2a8-d2ea-44a3-aeaf-91a6d4857bb5,"Walker, Smith and Roy",kenneth21@example.net,Technology,Startup (1-10),2023-02-21,Direct,528.777256356118,Latin America,1.2,0.8,0.7,False,,,,3064.8,3064.8,5.796013279996172,10.098684210526317,303.48508143322476,1.7423500814568502,1,0.5,300.0,1640.0,0.14564224674182055,0.2396108588650693,Professional,annual
56be9b7f-272e-4086-88b9-95399e491ac5,"Morgan, Bennett and Medina",kellermary@example.net,Healthcare,Enterprise (1000+),2024-12-18,Organic Search,1476.0412881077355,Europe,5.0,1.2,3.0,False,,,56be9b7f-272e-4086-88b9-95399e491ac5,4310.400000000001,4310.400000000001,2.9202435153598407,1.0,4310.400000000001,0.34243719564489034,0,0.5,8.0,57.0,0.003948731701761754,0.467218971795972,Business,annual
344274c1-ce21-4285-a40d-df1a88d80503,Hahn Inc,christopherwatson@example.net,Legal,Small (11-50),2024-01-27,Direct,590.7170511668091,Europe,1.5,1.0,1.0,False,,,,203.0,203.0,0.34365014451339415,6.085526315789474,33.357837837837835,17.70849339931613,1,0.8333333333333334,125.0,202.0,0.058328210946304575,0.317285283534444,Starter,monthly
5441d543-d2ae-492e-989e-3c369b91e64e,Lang-Stephenson,kgarcia@example.com,Consulting,Startup (1-10),2024-08-07,Webinar,744.6832512996986,Europe,1.2,0.8,0.7,True,2024-08-05,2024-08-27,,296.0,296.0,0.39748443312427134,4.111842105263158,71.98719999999999,10.344661985737725,0,0.5,81.0,130.0,0.0377922949000425,0.4019033856603668,Professional,monthly
8192da03-6e87-4ed7-b2a5-f2734762d065,"Powell, Hernandez and Abbott",susanhanson@example.org,Technology,Startup (1-10),2022-03-26,Paid Search,940.1896687959664,Other,1.2,0.8,0.7,False,,,,116.0,116.0,0.12337936040985527,3.7171052631578947,31.2070796460177,30.12744798489797,1,1.0,46.0,58.0,0.02138481922075291,0.34338145854720975,Starter,monthly
4705e9fe-587e-4e35-aa47-cd9461d14308,"Gardner, Johnson and Good",jean30@example.com,Education,Enterprise (1000+),2024-04-10,Content Marketing,2290.62629111971,Europe,5.0,1.2,3.0,False,,,,29311.200000000004,29311.200000000004,12.796151041151294,8.585526315789474,3414.0248275862073,0.6709459968219489,0,0.5,261.0,5590.0,0.1470870293256807,0.5264572049969287,Business,annual
43a5a82b-2ab1-4167-93ff-d36016fdd4e8,"Brown, Jordan and Anderson",jameswoods@example.net,Marketing,Startup (1-10),2022-09-11,Social Media,787.8120014285412,Europe,1.2,0.8,0.7,False,,,,626.4000000000001,626.4000000000001,0.7951135535688053,15.592105263157896,40.17417721518988,19.609910047657902,1,0.8333333333333334,214.0,268.0,0.09947695967678487,0.32396849382183524,Starter,annual
dd3668a6-6359-4a04-b204-117dc43fae27,Vaughn Ltd,emilygonzales@example.com,Education,Medium (51-200),2023-01-12,Paid Search,1871.3994939209833,Europe,2.0,1.3,1.5,False,,,,6372.0,6372.0,3.4049384007523127,17.105263157894736,372.5169230769231,5.023663028416424,1,0.25,513.0,3244.0,0.2512000216990422,0.23328902114322872,Professional,annual
a827dbc2-d031-4efb-a071-87c23b7b0c63,Rogers Inc,cassidyruiz@example.com,Non-profit,Small (11-50),2022-11-27,Partner,1550.1766448946012,Europe,1.5,1.0,1.0,False,,,,58.0,58.0,0.0374150908485294,2.0065789473684212,28.90491803278688,53.63020379909862,1,1.0,43.0,77.0,0.020101674742135266,0.3531967535555407,Starter,monthly
5763f3d4-1f2c-4879-bc30-64d7e57deb1d,Vasquez-Miller,trowland@example.net,Manufacturing,Enterprise (1000+),2023-03-26,Webinar,3018.081801252382,North America,5.0,1.2,3.0,True,2023-03-24,2023-04-19,02859e3b-b489-42be-8f8a-f74df3754144,598.0,598.0,0.19813909608144292,2.335526315789474,256.04507042253516,11.787306806070628,1,0.5,71.0,468.0,0.034859601089694284,0.27308496452810715,Business,monthly
